addr1,addr2,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 종로구 창신동,9-471,3044038,12,20231120140935,http://tong.visitkorea.or.kr/cms/resource/24/3044024_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/3044024_image3_1.jpg,127.0130591253,37.5811198387,20250804092805,,비우당,03097,11,110,HS,HS01,HS011200
서울특별시 동작구 상도동,296-6,3057979,12,20231205100700,http://tong.visitkorea.or.kr/cms/resource/62/3057962_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3057962_image3_1.jpg,126.9322744267,37.4967059765,20250717173946,,빙수골마을공원,06960,11,590,VE,VE03,VE030200
서울특별시 강북구 수유동 산127-1,,2773346,12,20211111191251,http://tong.visitkorea.or.kr/cms/resource/53/3468053_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3468053_image3_1.jpg,127.0019471132,37.6484562534,20250610092111,,빨래골,01012,11,305,HS,HS01,HS010600
서울특별시 마포구 성산로 128 (성산동),마포중앙도서관 1층,3076206,12,20231207143316,,,126.9082163928,37.5638477441,20250912153737,,쁘띠몽드 마포중앙도서관점,03965,11,440,EX,EX07,EX070200
서울특별시 중랑구 사가정로72길 47,(면목동),1117141,12,20101027004146,http://tong.visitkorea.or.kr/cms/resource/80/3412280_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/3412280_image3_1.JPG,127.0957821951,37.5793243143,20250729084320,,사가정공원,02261,11,260,VE,VE03,VE030100
서울특별시 동작구 노량진로 191 (노량진동),,126523,12,20041230090000,http://tong.visitkorea.or.kr/cms/resource/01/3530101_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3530101_image3_1.jpg,126.9493751733,37.5135098862,20250917141104,,사육신공원,06902,11,590,VE,VE03,VE030500
서울특별시 종로구 사직로 89,(사직동),127942,12,20031030090000,http://tong.visitkorea.or.kr/cms/resource/83/3400583_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/83/3400583_image3_1.JPG,126.9676800810,37.5757085419,20241213174859,,사직공원(서울),03027,11,110,VE,VE03,VE030100
서울특별시 종로구 사직로 89,,2992891,12,20230707145804,,,126.9672773318,37.5759890576,20241210171333,,사직단,03027,11,110,HS,HS01,HS010700
서울특별시 금천구 독산로54길 6-1,(시흥동),2756150,12,20211013191909,http://tong.visitkorea.or.kr/cms/resource/74/3452574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3452574_image3_1.jpg,126.9071498849,37.4630149950,20250107142106,,산기슭 공원,08563,11,545,NA,NA04,NA040500
서울특별시 종로구 창신6가길 39 (창신동),,2638477,12,20191125183840,,,127.0123621185,37.5757454507,20250313171156,,산마루놀이터,03096,11,110,VE,VE02,VE020100
서울특별시 마포구 하늘공원로 112,,3106562,12,20240227152533,http://tong.visitkorea.or.kr/cms/resource/72/3095672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3095672_image3_1.jpg,126.8799549236,37.5694299229,20250801154020,,산악문화체험센터,03900,11,440,EX,EX07,EX070200
서울특별시 성동구 사근동길 16-18,(사근동),753994,12,20090617202654,http://tong.visitkorea.or.kr/cms/resource/35/755735_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/755735_image3_1.jpg,127.0431430874,37.5602422502,20240827111950,,살곶이체육공원,04762,11,200,VE,VE03,VE030500
서울특별시 강북구 삼양로173길 460,(탐방지원센터),128933,12,20060424090000,,,126.9909006206,37.6582465830,20240822165726,,삼각산,01002,11,305,NA,NA01,NA010100
서울특별시 구로구 구로동,47,2773287,12,20211111185218,http://tong.visitkorea.or.kr/cms/resource/27/2780827_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/27/2780827_image2_1.png,126.8920140718,37.5014519273,20250331143545,,삼각어린이공원,08297,11,530,VE,VE03,VE030100
서울특별시 중랑구 용마산로112나길 41,(망우동),2774468,12,20211115235839,http://tong.visitkorea.or.kr/cms/resource/68/3509868_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/3509868_image3_1.jpg,127.1017033858,37.5966057467,20250724111321,,삼룡사,02180,11,260,HS,HS03,HS030100
서울특별시 서초구 강남대로 411 (서초동),,805403,12,20090917231917,,,127.0265268856,37.4992101516,20250425140419,,삼성 강남,06615,11,650,EX,EX06,EX060200
서울특별시 관악구 호암로 454-16,,756600,12,20090623235902,http://tong.visitkorea.or.kr/cms/resource/37/3526737_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/37/3526737_image3_1.JPG,126.9291258310,37.4569855320,20250826162725,,삼성산성지,08822,11,620,HS,HS03,HS030200
서울특별시 강남구 영동대로128길 39 (삼성동),,3342991,12,20240805141018,http://tong.visitkorea.or.kr/cms/resource/85/3342985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3342985_image3_1.jpg,117.9925662504,19.6944274800,20250319162031,,삼성해맞이공원,06079,11,680,NA,NA04,NA040100
서울특별시 은평구 연서로54길 127 (진관동),,127557,12,20030702090000,http://tong.visitkorea.or.kr/cms/resource/96/2047996_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/2047996_image3_1.jpg,126.9524990219,37.6423033033,20250408103550,,삼천사(서울),03308,11,380,HS,HS03,HS030100
서울특별시 종로구 북촌로 134-3,(삼청동),126488,12,20031106090000,http://tong.visitkorea.or.kr/cms/resource/69/3400069_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3400069_image3_1.JPG,126.9840699056,37.5879851865,20241101164408,,삼청공원,03050,11,110,VE,VE03,VE030100
서울특별시 종로구 삼청로 156 (삼청동),,250147,12,20060731090000,http://tong.visitkorea.or.kr/cms/resource/82/3498982_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3498982_image3_1.jpg,126.9828199930,37.5889267212,20250618134243,,삼청동거리,03050,11,110,VE,VE04,VE040100
서울특별시 중구 퇴계로34길 28,(필동2가),1606009,12,20120418223043,http://tong.visitkorea.or.kr/cms/resource/63/2031863_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2031863_image3_1.jpg,126.9939920541,37.5586776601,20241205105656,,삼청동오위장김춘영가옥,04626,11,140,HS,HS01,HS010400
서울특별시 마포구 월드컵북로 109 (성산동),지하1호,2507433,12,20170913005852,http://tong.visitkorea.or.kr/cms/resource/70/3506570_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3506570_image3_1.jpg,126.9135964825,37.5629646096,20250721163650,,삼해소주,03966,11,440,EX,EX07,EX070200
서울특별시 노원구 한글비석로 346 노원구어린이도서관,,3006983,12,20230904165917,http://tong.visitkorea.or.kr/cms/resource/71/3006971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/3006971_image3_1.jpg,127.0763178356,37.6580231480,20250721144501,,삿갓봉근린공원,01715,11,350,VE,VE03,VE030200
서울특별시 중구 남대문로 30,(남창동),2373328,12,20160317184558,,,126.9790294682,37.5608243642,20240527102711,,상동교회,04529,11,140,HS,HS03,HS030200
서울특별시 마포구 상수동,,2500207,12,20170718201029,,,126.9214545083,37.5484886553,20250317205914,,상수동 카페거리,04074,11,440,VE,VE04,VE040100
서울특별시 종로구 자하문로17길 12-11 (옥인동),상촌재,2993396,12,20230711164536,http://tong.visitkorea.or.kr/cms/resource/04/3056504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/3056504_image3_1.jpg,126.9697547156,37.5819273005,20250714164851,,상촌재,03035,11,110,EX,EX01,EX010100
서울특별시 용산구 이촌로 80-8,,126529,12,20041230090000,,,126.9567186255,37.5249586869,20241118181736,,새남터기념성당,04374,11,170,HS,HS03,HS030200
서울특별시 종로구 북촌로12길 17 (가회동),,3085307,12,20231212165247,http://tong.visitkorea.or.kr/cms/resource/24/3084024_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3084024_image3_1.JPG,126.9857421399,37.5821775587,20240122192553,,색실문양누비공방,03056,11,110,EX,EX02,EX020400
서울특별시 종로구 새문안로5길 31 (도렴동),3층,2455084,12,20161214003734,http://tong.visitkorea.or.kr/cms/resource/87/2672787_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2672787_image3_1.jpg,126.9743656585,37.5730284176,20250410142615,,생명보험교육문화센터,03173,11,110,EX,EX06,EX061000
서울특별시 관악구 봉천동,,3056985,12,20231204122421,http://tong.visitkorea.or.kr/cms/resource/16/3540916_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3540916_image3_1.jpg,126.9556311429,37.4785946078,20250918155007,,샤로수길,08833,11,620,VE,VE04,VE040100
서울특별시 서대문구 봉원동,,2661502,12,20200630181158,http://tong.visitkorea.or.kr/cms/resource/25/3509925_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3509925_image3_1.jpg,126.9452154267,37.5769524388,20250723113415,,서대문 안산,03721,11,410,NA,NA01,NA010100
서울특별시 서대문구 통일로 251 (현저동),,128622,12,20050929090000,,,126.9573421635,37.5746723659,20250317205440,,서대문독립공원,03732,11,410,VE,VE03,VE030500
서울특별시 서초구 반포동,,1021339,12,20100514014128,http://tong.visitkorea.or.kr/cms/resource/19/2658219_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2658219_image3_1.jpg,126.9981601041,37.4963433090,20241209153347,,서래마을,06577,11,650,VE,VE04,VE040200
서울특별시 서초구 서초동,산 160-24,2773409,12,20211111200206,http://tong.visitkorea.or.kr/cms/resource/16/3540716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/3540716_image3_1.jpg,126.9997156731,37.4908523076,20250918132517,,서리풀공원,06710,11,650,VE,VE03,VE030100
서울특별시 용산구 서빙고로59길 3-6,(서빙고동),1603296,12,20120416223743,http://tong.visitkorea.or.kr/cms/resource/28/1985228_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/1985228_image3_1.jpg,126.9930487758,37.5204876354,20241205112512,,서빙고동 부군당,04384,11,170,HS,HS03,HS030400
서울특별시 양천구 남부순환로64길 20 (신월동),,1265735,12,20110428003448,http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/15/2611715_image2_1.bmp,126.8300995393,37.5274839100,20250319192422,,서서울호수공원,07916,11,470,VE,VE03,VE030500
서울특별시 중구 칠패로 5 (의주로2가),,1605977,12,20120418203817,http://tong.visitkorea.or.kr/cms/resource/82/3384982_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/82/3384982_image3_1.JPG,126.9693637143,37.5596854342,20250319171901,,서소문역사공원,04510,11,140,VE,VE03,VE030500
서울특별시 종로구 종로 150-3 (종로3가),,3019162,12,20231011160909,http://tong.visitkorea.or.kr/cms/resource/56/3019156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3019156_image3_1.jpg,126.9942167014,37.5704207437,20250109100604,,서순라길,03193,11,110,VE,VE04,VE040100
서울특별시 종로구 새문안로 29 (평동),,945824,12,20100205201731,http://tong.visitkorea.or.kr/cms/resource/70/3081470_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/70/3081470_image3_1.jpeg,126.9686079871,37.5681816549,20250722133245,,서울 경교장,03181,11,110,HS,HS01,HS011100
서울특별시 종로구 대학로 103 (연건동),,231938,12,20071015090000,http://tong.visitkorea.or.kr/cms/resource/30/1984630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1984630_image3_1.jpg,127.0018851600,37.5805308178,20241021164640,,서울 경모궁지,03080,11,110,HS,HS01,HS010400
서울특별시 성북구 안암로 145,(안암동5가),252527,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/18/2736318_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2736318_image3_1.jpg,127.0322710260,37.5894664364,20250404101354,,서울 고려대학교 본관,02841,11,290,HS,HS01,HS011100
서울특별시 성북구 안암로 145,(안암동5가),250470,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/47/2953247_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/2953247_image3_1.jpg,127.0317877244,37.5898997105,20240531145129,,서울 고려대학교 중앙도서관,02841,11,290,HS,HS01,HS011100
서울특별시 종로구 원서동,,250338,12,20071023090000,http://tong.visitkorea.or.kr/cms/resource/49/1984649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/1984649_image3_1.jpg,126.9880281575,37.5781419576,20241206104350,,서울 관상감 관천대,03058,11,110,HS,HS01,HS011200
서울특별시 중구 정동길 21-18,정동공원,250362,12,20071024090000,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/1569254_image3_1.jpg,126.9714160575,37.5684261216,20250725092604,,서울 구 러시아공사관,04518,11,140,HS,HS01,HS011100
서울특별시 관악구 남부순환로 2076,,126909,12,20020510090000,,,126.9795345921,37.4761175459,20250319193233,,서울 구 벨기에영사관 (현 서울시립 남서울미술관),08806,11,620,HS,HS01,HS011100
서울특별시 관악구 남현3길 60 (남현동),,126911,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/46/2014946_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2014946_image3_1.jpg,126.9798734785,37.4751232230,20250826101315,,서울 남현동 요지,08807,11,620,HS,HS01,HS011200
서울특별시 종로구 난계로27길 84,,126522,12,20041230090000,,,127.0184394274,37.5727625733,20241118183120,,서울 동관왕묘,03115,11,110,HS,HS01,HS010800
서울특별시 종로구 종로40가길 14,,704507,12,20090310214032,http://tong.visitkorea.or.kr/cms/resource/53/2601453_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2601453_image3_1.jpg,127.0058684191,37.5703487391,20250806150056,,서울 동대문 닭한마리 골목,03197,11,110,VE,VE04,VE040100
서울특별시 중구 명동길 74,(명동2가),126804,12,20040203090000,http://tong.visitkorea.or.kr/cms/resource/84/3082884_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/84/3082884_image3_1.png,126.9872814233,37.5633131117,20250811174638,,서울 명동성당,04537,11,140,HS,HS03,HS030200
서울특별시 종로구 성균관로 31 (명륜3가),,126517,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/39/3421439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3421439_image3_1.jpg,126.9967188220,37.5855384759,20250529145638,,서울 문묘와 성균관,03063,11,110,HS,HS01,HS010800
서울특별시 송파구 오금로 219 (방이동),,126515,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/06/3454106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3454106_image3_1.jpg,127.1181655365,37.5074052930,20250410152359,,서울 방이동 고분군,05644,11,710,HS,HS01,HS010800
서울특별시 성동구 성수동,,753989,12,20090617202027,http://tong.visitkorea.or.kr/cms/resource/20/3530320_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/20/3530320_image3_1.JPG,127.0459874565,37.5537847183,20250902130644,,서울 살곶이 다리,04763,11,200,VE,VE01,VE010300
서울특별시 용산구 한강대로 182,(한강로1가),704506,12,20090310213644,http://tong.visitkorea.or.kr/cms/resource/96/712496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/712496_image3_1.jpg,126.9735279372,37.5344523297,20241111140803,,서울 삼각지 대구탕 골목,04382,11,170,VE,VE04,VE040100
서울특별시 송파구 삼학사로 136 (잠실동),,231897,12,20071004090000,http://tong.visitkorea.or.kr/cms/resource/47/3401547_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/47/3401547_image3_1.JPG,127.0978839997,37.5091158401,20250721104930,,서울 삼전도비,05608,11,710,HS,HS02,HS020100
서울특별시 송파구 가락로7길 21 (석촌동),,127466,12,20030630090000,,,127.1028642979,37.5022111756,20250903183122,,서울 석촌동 고분군,05682,11,710,HS,HS01,HS010800
서울특별시 강남구 선릉로100길 1,,126525,12,20020510090000,,,127.0471803291,37.5074206801,20250902112114,,서울 선릉과 정릉,06153,11,680,HS,HS01,HS010800
서울특별시 중구 다산로36가길 25 (신당동),,2764329,12,20211028183405,http://tong.visitkorea.or.kr/cms/resource/52/3467852_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3467852_image3_1.jpg,127.0198701715,37.5615194612,20250829101851,,서울 신당동 박정희 가옥,04584,11,140,HS,HS01,HS010500
서울특별시 관악구 난곡로35길 28-7,,126919,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/24/3526724_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3526724_image3_1.JPG,126.9169737649,37.4710197967,20250826171507,,서울 신림동 굴참나무,08858,11,620,NA,NA03,NA030200
서울특별시 관악구 신림로59길 14,(신림동),128015,12,20031209090000,http://tong.visitkorea.or.kr/cms/resource/35/3526735_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/35/3526735_image3_1.JPG,126.9287890094,37.4833519091,20250826170725,,서울 신림동 민속순대타운,08776,11,620,VE,VE04,VE040100
서울특별시 강동구 올림픽로 875 (암사동),,126519,12,20040227090000,http://tong.visitkorea.or.kr/cms/resource/19/204019_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/204019_image3_1.jpg,127.1306157102,37.5591134023,20250315131151,,서울 암사동 유적,05239,11,740,HS,HS01,HS011200
서울특별시 중구 소공로 48 (회현동2가),,2553892,12,20180717182022,http://tong.visitkorea.or.kr/cms/resource/02/1895102_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1895102_image3_1.jpg,126.9830902358,37.5598773249,20250421150257,,서울 애니메이션센터,04631,11,140,EX,EX06,EX061000
서울특별시 중구 청파로 447-1,(중림동),250330,12,20071023090000,http://tong.visitkorea.or.kr/cms/resource/93/3463493_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3463493_image3_1.jpg,126.9674194623,37.5591437954,20250709172145,,서울 약현성당,04506,11,140,HS,HS03,HS030200
서울특별시 강서구 가양동,,127216,12,20020510090000,http://tong.visitkorea.or.kr/cms/resource/62/3526762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3526762_image3_1.jpg,126.8408278075,37.5740425776,20250826160309,,서울 양천고성지,07521,11,500,HS,HS01,HS010200
