contentid,contenttypeid,heritage1,heritage2,heritage3,infocenter,opendate,restdate,expguide,expagerange,accomcount,useseason,usetime,parking,chkbabycarriage,chkpet,chkcreditcard,created_at,updated_at
3463600,12,0,0,0,1899-8876,,매주 일요일 / 월요일,양조장 투어,만19세 이상,,,"[영업시간]<br>
화요일~토요일 11:00~23:00<br>
[투어시간]<br>
화요일~토요일 15:00 / 17:00",불가능,,,가능,2025-09-23 09:31:31,2025-09-23 09:31:31
1364975,12,0,0,0,서울시청 광장관리팀 02-2133-1296,,연중무휴,,,,,상시 개방,불가능,불가,,없음,2025-09-23 09:31:32,2025-09-23 09:31:32
2865186,12,0,0,0,서울시중구청 전통시장과 02-3396-5056,,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,,2025-09-23 09:31:32,2025-09-23 09:31:32
3427223,12,0,0,0,02-777-0421,,,,,,,월~토 11:00~20:00,,,,,2025-09-23 09:31:33,2025-09-23 09:31:33
1114969,12,0,0,0,02-2094-1822,,연중무휴,,,,,상시 개방,,없음,,없음,2025-09-23 09:31:34,2025-09-23 09:31:34
3070716,12,0,0,0,0507-1487-8702,,,,,,,09:00~18:00,,,,,2025-09-23 09:31:35,2025-09-23 09:31:35
130284,12,0,0,0,02-700-7200,,,,,,,10:00~20:00 (입장 마감 19:00),,,,,2025-09-23 09:31:36,2025-09-23 09:31:36
2759626,12,0,0,0,02-6000-0114,,연중무휴,,,,,상시 개방,가능,없음,,불가,2025-09-23 09:31:36,2025-09-23 09:31:36
2852296,12,0,0,0,02-3144-6300,,연중무휴,,전 연령,,,"[갤러리]<br>
- 09:00~22:00<br>
[카페]<br>
- 09:00~22:00<br>
- 마지막 주문 21:00","가능 (약 15대)<br>요금 (30분 무료 / 초과 시 1시간당 5,000원)",,,가능,2025-09-23 09:31:36,2025-09-23 09:31:36
2451912,12,0,0,0,02-709-7403,,매주 월요일~화요일,과자집 만들기 / 달콤 UP 붕붕 스포츠카 / 과자보물섬 쿠크호 등,,,,10:00~17:00,가능,없음,,없음,2025-09-23 09:31:37,2025-09-23 09:31:37
2782132,12,0,0,0,02-563-1145,,,,,,,"[피트니스센터] <br>
- 평일 05:00~23:00<br>
- 주말 및 공휴일 06:00~22:00<br>
[사우나 및 찜질방] 상시 개방<br>
[뉴트리션센터] 상시 개방",,없음,,없음,2025-09-23 09:31:37,2025-09-23 09:31:37
992130,12,0,0,0,1544-5110,2010년 2월 27일,연중무휴,,,,,10:00~19:30,가능,,,,2025-09-23 09:31:38,2025-09-23 09:31:38
3540938,12,0,0,0,0507-1384-2853,,설·추석 당일,,0세~13세,,,"- 평일 10:30~20:00<br>
- 주말, 공휴일 10:30~20:30",가능<br>요금 (무료),,,,2025-09-23 09:31:38,2025-09-23 09:31:38
753850,12,0,0,0,02-455-7119,,월요일 / 공휴일,"[체험교육]<br>
- 교육내용 : 어린이 교통안전체험교육<br>
- 교육대상 : 유아(6~7세, 공지사항 참조) / 초등(1~3학년)<br>
- 교육비 : 무료<br>
[입체영상과 주행체험]<br>
- 교육내용 : 교통안전 입체영상 관람 / 주행체험<br>
- 교육대상 : 유아(6~7세, 공지사항 참조) / 초등(1~3학년)<br>
[자동차 만들기와 주행체험]<br>
- 교육내용 : 입체 자동차 모형 만들기 활동 / 주행체험(초등 코스)<br>
- 교육대상 : 초등학교 저학년(1~3학년)<br>
[어린이 교통안전 면허시험]<br>
- 교육대상 : 초등학교 저학년(1~4학년)",6세~초등학교 3학년,어린이 교통안전 체험교육 -  1회 당 유아 55명(초등 50명) 수용 가능,,10:30~15:30,불가능,불가,,없음,2025-09-23 09:31:38,2025-09-23 09:31:38
3082465,12,0,0,0,02-336-8553,,,,,,,전시일정에 따라 영업시간이 변동되기 때문에 홈페이지 또는 인스타그램 참조,,,,,2025-09-23 09:31:39,2025-09-23 09:31:39
129534,12,0,0,0,종로구청 도시녹지과 02-2148-2843,,연중무휴,,,,,"- 하절기(3월~10월) 09:00~18:00<br>
- 동절기(11월~2월) 09:00~17:00",불가능,,,,2025-09-23 09:31:40,2025-09-23 09:31:40
1605933,12,0,0,0,02-731-0534,,연중무휴,,,,,"- 3월~10월 09:00~18:00<br>
- 11월~2월 09:00~17:00",불가능,,,,2025-09-23 09:31:40,2025-09-23 09:31:40
3457334,12,0,0,0,02-9485668,,매주 월요일,,,,,"2~5월 그리고 9~10월 : 09:00~18:00. 6~8월 : 09:00~17:30, 11월~1월 : 09:00~17:30 ( 매표마감은 각각 관람시간 1시간 전까지)",,,,,2025-09-23 09:31:40,2025-09-23 09:31:40
1114020,12,0,0,0,양천구청 공원녹지과 02-2620-3576,1987년 6월 30일,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:40,2025-09-23 09:31:40
2606150,12,0,0,0,02-1600-0666,2017-03-25,[워터파크] 매주 화요일~수요일<br>[찜질스파] 연중무휴,,,,,"- 워터파크 10:00~18:00<br>
- 찜질스파 07:00~22:00",가능,없음,,없음,2025-09-23 09:31:40,2025-09-23 09:31:40
3359034,12,0,0,0,0507-1336-5170,,,,,,,"- 월요일~목요일 12:00~20:30<br>
- 금요일~토요일 12:00~21:30<br>
- 일요일 12:00~20:30",,,,,2025-09-23 09:31:41,2025-09-23 09:31:41
3492118,12,0,0,0,02-6956-5547,,,,,,,11:00~19:00,,,,,2025-09-23 09:31:41,2025-09-23 09:31:41
2605926,12,0,0,0,북인사동 관광안내소 02-734-0222,,시설별로 상이,,,,,시설별로 상이,가능,없음,,,2025-09-23 09:31:41,2025-09-23 09:31:41
2759900,12,0,0,0,월드컵공원 02-300-5500,2002년 05월 01일,연중무휴,,,,,"[1월~2월 / 12월] 07:00~18:00<br>
[3월] 06:00~20:00<br>
[4월 / 9월] 05:30~20:00<br>
[5월] 05:00~20:00<br>
[6월~7월] 05:00~20:30<br>
[8월] 05:30~20:30<br>
[10월] 06:00~19:00<br>
[11월] 06:30~19:00",가능 (약 1848대),,,,2025-09-23 09:31:41,2025-09-23 09:31:41
2675098,12,0,0,0,02-2686-3203,,연중무휴,,,,,05:00~22:00,가능,,,,2025-09-23 09:31:41,2025-09-23 09:31:41
3112160,12,0,0,0,02-2147-2600,,,,,,연중무휴,상시개방,,,,,2025-09-23 09:31:42,2025-09-23 09:31:42
3081993,12,0,0,0,0507-1497-4333,,매주 월요일,과일 수확 체험 / 모종 심기,,,,11:00~21:00,가능,,,,2025-09-23 09:31:42,2025-09-23 09:31:42
2745583,12,0,0,0,02-537-2440,,,,,,,10:00~17:00,,없음,,가능,2025-09-23 09:31:42,2025-09-23 09:31:42
3080583,12,0,0,0,0507-1302-0929,,연중무휴,수제도장만들기 / 한글족자만들기 / 한글이름 쓰고 티셔츠에 프린팅 체험,,,,"10:00~17:00<br>
※ 예약 필수",불가능,,,가능,2025-09-23 09:31:42,2025-09-23 09:31:42
2783558,12,0,0,0,서울특별시  종로구 문화유산과 02-2148-2032,,매주 월요일 / 공휴일,,,,,"- 화요일~목요일, 주말 10:00~18:00<br>
- 금요일 12:00~20:00",불가능,,,,2025-09-23 09:31:43,2025-09-23 09:31:43
3006943,12,0,0,0,노원구청 정원도시과 02-2116-3975,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:43,2025-09-23 09:31:43
2654607,12,0,0,0,02-300-5500,,연중무휴,,,,,"[1월~2월 / 12월] 07:00~18:00<br>
[3월] 06:00~20:00<br>
[4월 / 9월] 05:30~20:00<br>
[5월] 05:00~20:00<br>
[6월~7월] 05:00~20:30<br>
[8월] 05:30~20:30<br>
[10월] 06:00~19:00<br>
[11월] 06:30~19:00","가능 (평화의공원 주차장 1,162대 / 난지천공원 주차장 438대 / 난지삼거리 주차장 59대 / 노을공원 주차장 162대 / 난지중앙로 노상 주차장 113대)",,,,2025-09-23 09:31:44,2025-09-23 09:31:44
2720179,12,0,0,0,02-300-5500,,연중무휴,,,,,"[1월~2월 / 12월] 07:00~18:00<br>
[3월] 06:00~20:00<br>
[4월 / 9월] 05:30~20:00<br>
[5월] 05:00~20:00<br>
[6월~7월] 05:00~20:30<br>
[8월] 05:30~20:30<br>
[10월] 06:00~19:00<br>
[11월] 06:30~19:00","가능 (평화의공원 주차장 1,162대 / 난지천공원 주차장 438대 / 난지삼거리 주차장 59대 / 노을공원 주차장 162대 / 난지중앙로 노상 주차장 113대)",없음,,없음,2025-09-23 09:31:44,2025-09-23 09:31:44
3413162,12,0,0,0,010-3235-5900,,연중무휴,,,,,10:30~21:00,불가,,,가능,2025-09-23 09:31:44,2025-09-23 09:31:44
3525664,12,0,0,0,02-3462-1600,,"매월 둘째, 넷째 주 수요일",,,,,06:00~22:00,가능,,,,2025-09-23 09:31:44,2025-09-23 09:31:44
485684,12,0,0,0,02-930-6555,,연중무휴<br>※ 종무소는 매주 월요일 휴무,,,,,07:30~18:00,,불가,,,2025-09-23 09:31:45,2025-09-23 09:31:45
2754735,12,0,0,0,강남구청 공원녹지과 02-3423-6248,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:45,2025-09-23 09:31:45
822861,12,0,0,0,"주간 02-120 <br>
야간 02-3780-0777",,,,,,,,있음,없음,없음,없음,2025-09-23 09:31:45,2025-09-23 09:31:45
1836261,12,0,0,0,영등포구청 문화체육과 02-2670-3177,,연중무휴,,,,,상시 개방,가능,없음,,없음,2025-09-23 09:31:46,2025-09-23 09:31:46
2452918,12,0,0,0,Tel: 02-3153-2072 / Fax: 02-3153-2080,,"매주 일, 월요일, 1월 1일, 설 연휴, 추석 연휴 휴무","영화 기본기 강좌 (연령 제한 없음)<br>
리틀시네마 워크룸 (6세~12세)<br>
어린이 영화아카데미 (11세~13세)",전연령(교육 및 체험 프로그램별 대상 상이),,,10:00~19:00,있음,없음,없음,없음,2025-09-23 09:31:46,2025-09-23 09:31:46
1836287,12,0,0,0,1577-0606,,연중무휴,,,,,,,없음,없음,없음,2025-09-23 09:31:46,2025-09-23 09:31:46
3013117,12,0,0,0,02-793-6908,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:47,2025-09-23 09:31:47
2589657,12,0,0,0,02-412-0100,2012년12월 1일,설·추석 당일,,,,,10:00~20:00,가능,,,,2025-09-23 09:31:47,2025-09-23 09:31:47
2390314,12,0,0,0,0507-1435-0189,,연중무휴,"* 전통한복체험<br />
1시간 30분 - 10,000원 / 2시간 30분 - 15,000원 / 4시간 - 20,000원 / 하루 -30,000원<br />
<br />
* 테마한복체험<br />
1시간 30분 - 20,000원 / 2시간 30분 - 30,000원 / 4시간 - 40,000원 / 하루 - 50,000원<br />
<br />
* 악세사리,기타<br />
물품보관함 1,000원<br />
댕기·배씨댕기 2,000원 / 비녀·코사지 3,000원 / 속치마 2,000원 / 가방·꽃신 2,000원 / 어우동 모자·갓 3,000원<br />
<br />
* 화보촬영(경복궁 지점에서만 가능)<br />
스튜디오 프로필 촬영 - 1인기준 10,000원<br />
실속화보 촬영 - 30,000원<br />
전문화보 촬영 - 1팀 기준 50,000원<br />
<br />
※ 자세한 내용은 전화문의 요망<br />
※ 대여시간 초과시 추가 비용 발생<br>",,,,"09:00 ~ 19:00<br>
※ 시기에 따라 마감시간 변동됨으로 매장 문의",,없음,,없음,2025-09-23 09:31:47,2025-09-23 09:31:47
2754738,12,0,0,0,강남구청 02-3423-5114,1994년 01월 01일,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:48,2025-09-23 09:31:48
2758809,12,0,0,0,송파구청 공원녹지과 02-2147-3394,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:48,2025-09-23 09:31:48
1836300,12,0,0,0,강동구 문화예술과 02-3425-5240,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:31:49,2025-09-23 09:31:49
2761544,12,0,0,0,용산역 관광정보센터 070-4224-4597,,,,,,,상시 개방,가능(해방촌 공영주차장)<br>※ 주차장 운영시간 : 09:00~22:00,없음,,가능,2025-09-23 09:31:49,2025-09-23 09:31:49
1837036,12,0,0,0,국가보훈부 서울지방보훈청 02-3785-0815,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:49,2025-09-23 09:31:49
1606001,12,0,0,0,남산골한옥마을 02-6358-5533,,매주 월요일,,,,,"- 하절기 09:00~21:00<br>
- 동절기 09:00~20:00",불가능,,,,2025-09-23 09:31:49,2025-09-23 09:31:49
2946112,12,0,0,0,0507-1318-9070,,연중무휴,향수 원데이 클래스,,최대 6명,,11:00~21:00,불가능,,,,2025-09-23 09:31:50,2025-09-23 09:31:50
3403976,12,0,0,0,02-3425-6473,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:50,2025-09-23 09:31:50
126824,12,0,0,0,강서구청 공원녹지과 02-2600-4186,1993년 10월 31일,연중무휴,,,,,상시 개방,가능,불가,,없음,2025-09-23 09:31:50,2025-09-23 09:31:50
827642,12,0,0,0,"헌릉관리소 02-445-0347<br>
서울시청 자연생태과 02-2133-2151",,"매주 월요일<br>※ 단, 월요일이 공휴일인 경우 개방하며, 그 다음 첫 번째 평일에 휴관",,,,,"[2월~5월] 09:00~18:00 (입장마감 17:00)<br>
[6월~8월] 09:00~18:30 (입장마감 17:30)<br>
[9월~10월] 09:00~18:00 (입장마감 17:00)<br>
[11월~1월] 09:00~17:30 (입장마감 16:30)",가능,가능,,,2025-09-23 09:31:51,2025-09-23 09:31:51
2763818,12,0,0,0,02-955-6619,,연중무휴,,,,,10:30~19:00 (입장 마감 18:00),가능,없음,,가능,2025-09-23 09:31:51,2025-09-23 09:31:51
1605927,12,0,0,0,02-731-0120,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:51,2025-09-23 09:31:51
1837037,12,0,0,0,성동구 문화체육과 02-2286-5197,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:31:52,2025-09-23 09:31:52
486625,12,0,0,0,02-814-5257,,연중무휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:31:52,2025-09-23 09:31:52
1837041,12,0,0,0,02-2600-4202,,연중 무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:52,2025-09-23 09:31:52
1116022,12,0,0,0,금천구청 문화체육과 02-2627-1453,,연중무휴,,,,,00:00~24:00,불가능,없음,,없음,2025-09-23 09:31:53,2025-09-23 09:31:53
486685,12,0,0,0,02-803-4779,,연중무휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:31:53,2025-09-23 09:31:53
2969267,12,0,0,0,02-722-1007,,매주 일요일,,,,,10:00~21:00,,없음,,가능,2025-09-23 09:31:53,2025-09-23 09:31:53
781031,12,0,0,0,마포관광정보센터 02-334-7878,,시설 별로 상이함,,,,,시설 별로 상이함,,,,,2025-09-23 09:31:53,2025-09-23 09:31:53
2500145,12,0,0,0,마포관광정보센터 02-334-7878,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:54,2025-09-23 09:31:54
3082405,12,0,0,0,"마포구청 관광정책과 02-3153-8650<br>
마포관광정보센터 02-334-7878",,점포 별로 상이함,,,,,점포 별로 상이함,가능,,,,2025-09-23 09:31:54,2025-09-23 09:31:54
3083146,12,0,0,0,010-5081-8884,,,,,,,11:00~21:00,,,,,2025-09-23 09:31:54,2025-09-23 09:31:54
126500,12,0,0,0,02-961-2521,,매주 월요일 / 5월 1일 / 법정 공휴일<br>※ 주말이 법정공휴일인 경우에도 휴무,숲해설 프로그램,,,,"[평일 숲해설(3월~11월)]<br>
- 10:30 / 13:30 / 15:30<br>
※ 평일은 사전 예약 후 참여 가능<br>
[주말 숲해설(3월~11월)]<br>
- 10:30 / 14:00<br>
※ 주말은 예약 없이 입장 및 참여 가능<br>
[주말 자유관람]<br>
- 하절기(3~10월) 09:00~18:00<br>
- 동절기(11~2월) 09:00~17:00<br>
※ 주말은 예약 없이 입장 및 참여 가능",불가능,없음,,,2025-09-23 09:31:55,2025-09-23 09:31:55
3076217,12,0,0,0,02-3153-9550,,,,,,,,,,,,2025-09-23 09:31:55,2025-09-23 09:31:55
3452906,12,0,0,0,0507-1395-1809,,연중무휴,,,,,,,,,,2025-09-23 09:31:55,2025-09-23 09:31:55
2783698,12,0,0,0,02-2236-9134,,연중무휴,,,,,08:00~21:00,가능,없음,,없음,2025-09-23 09:31:56,2025-09-23 09:31:56
129506,12,0,0,0,종로구청 문화유산과 02-2148-2032,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:56,2025-09-23 09:31:56
945987,12,0,0,0,070-8112-7900,,매주 토요일~일요일 / 법정공휴일,,,,,"- 하절기(4~10월) 11:00~17:00<br>
- 동절기(11~3월) 11:00~16:00",불가능,없음,,없음,2025-09-23 09:31:56,2025-09-23 09:31:56
126507,12,0,0,0,02-902-2663,,연중무휴,"템플스테이<br>
[체험형 : 수고했어, 올해도]<br>
- 성인 : 60,000원<br>
[체험형 : 오직 모를뿐]<br>
- 일정 : 1박2일<br>
- 성인 : 60,000원<br>
[휴식형 : 오직 쉴뿐]<br>
- 일정 : 1박2일<br>
- 성인 : 90,000원",,,,08:00~18:00,있음,없음,없음,없음,2025-09-23 09:31:56,2025-09-23 09:31:56
2654601,12,0,0,0,서울 노원구 여가도시과 02-2116-0666,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:31:57,2025-09-23 09:31:57
250299,12,0,0,0,02-3396-5842,,매주 일요일~금요일,,,,,토요일 10:30~14:30,불가능,없음,,없음,2025-09-23 09:31:57,2025-09-23 09:31:57
2755447,12,0,0,0,강서구청 공원녹지과 02-2600-4186,,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:31:57,2025-09-23 09:31:57
1604450,12,0,0,0,02-738-5785,,매주 월요일 / 1월 1일 / 설·추석 당일,활쏘기 체험,8세 이상,,,10:00~17:00,가능,,,,2025-09-23 09:31:59,2025-09-23 09:31:59
753986,12,0,0,0,청권사 02-584-3121~4,,주말 / 공휴일,,,,,10:00~16:00,,,,,2025-09-23 09:31:59,2025-09-23 09:31:59
126914,12,0,0,0,관악구청 문화관광체육과 02-879-5607,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:32:00,2025-09-23 09:32:00
736737,12,0,0,0,동작구청 공원녹지과 02-820-1395,1993년,연중무휴,,,,,상시 개방,불가능,,,,2025-09-23 09:32:00,2025-09-23 09:32:00
2767753,12,0,0,0,070-8839-6552,,연중무휴,,,,,09:00~24:00,불가능,없음,,없음,2025-09-23 09:32:00,2025-09-23 09:32:00
3060941,12,0,0,0,서울 관광안내소 02-3785-0942,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:00,2025-09-23 09:32:00
2932122,12,0,0,0,010-6835-6552,,연중무휴,반신욕 및 개인명상,,,,13:00 - 00:00 중 6시간 선택,없음.,,,,2025-09-23 09:32:00,2025-09-23 09:32:00
1605966,12,0,0,0,서울 중구청 공원녹지과 02-3396-5852,,연중무휴,,,,,상시 개방,불가능,없음,,없음,2025-09-23 09:32:00,2025-09-23 09:32:00
126514,12,0,0,0,흥인지문 관리소 02-2148-4166,,연중무휴,,,,,,없음,,,,2025-09-23 09:32:01,2025-09-23 09:32:01
3056442,12,0,0,0,02-2148-4158,,[ 한양도성 박물관 ] 월요일,,,,,상시 개방,가능,,,,2025-09-23 09:32:01,2025-09-23 09:32:01
126506,12,0,0,0,02-929-6611,,연중무휴,,,,,09:00~18:00,가능,없음,,없음,2025-09-23 09:32:01,2025-09-23 09:32:01
2611482,12,0,0,0,양천구청 문화과 02-2620-3406,,연중무휴,,,,,상시 개방,불가,없음,,없음,2025-09-23 09:32:01,2025-09-23 09:32:01
3432447,12,0,0,0,02-2238-0347,,,,,,2025 서울카페&베이커리페어 시즌 1 : 2.19(수)-2.22(토)<br>2025 서울카페&베이커리페어 시즌 2 : 8.27(수)-8.30(토),,,가능,,,2025-09-23 09:32:01,2025-09-23 09:32:01
1825057,12,0,0,0,서대문구청 푸른도시과 02-330-1907,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:32:02,2025-09-23 09:32:02
1825460,12,0,0,0,1577-0606,,연중무휴,,,,,상시 개방,가능,,,,2025-09-23 09:32:02,2025-09-23 09:32:02
3386415,12,0,0,0,02-996-0419,,연중무휴,,,,,"[4·19민주묘지관리소]<br>
- 하절기(3월~10월) 06:00~18:00<br>
- 동절기(11월~2월) 07:00~17:00",가능 (100대),,,,2025-09-23 09:32:02,2025-09-23 09:32:02
2950841,12,0,0,0,02-2153-0770,,,,,,,12:00~20:00,,,,,2025-09-23 09:32:02,2025-09-23 09:32:02
2990289,12,0,0,0,070-4756-4241,,주말 / 법정공휴일,3D프린팅 / 드론 / VR / 코딩 / 인공지능 / 기업체 탐방 등,전 연령,10인 이상,,09:00~18:00,가능,,,,2025-09-23 09:32:03,2025-09-23 09:32:03
2998565,12,0,0,0,070-8830-0027,,,,,,,11:00~20:00,,,,,2025-09-23 09:32:03,2025-09-23 09:32:03
2992823,12,0,0,0,K-컬처 스퀘어 운영사무국 02-2068-1176,,연중무휴,,,,,06:00~22:00,가능,없음,,없음,2025-09-23 09:32:04,2025-09-23 09:32:04
3085029,12,0,0,0,02-6310-0720,,"매주 토요일, 일요일 / 법정공휴일",,,,,09:00~21:00,가능<br>※ 공간이 협소 하므로 대중교통 이용 요망,,,,2025-09-23 09:32:04,2025-09-23 09:32:04
3074805,12,0,0,0,02-3445-0111,,연중무휴,,전연령,,,,,,,,2025-09-23 09:32:05,2025-09-23 09:32:05
2660731,12,0,0,0,02-557-8030,,연중무휴,,,,,"10:00~22:00 <br>
※ 예약 필수",가능,,,,2025-09-23 09:32:06,2025-09-23 09:32:06
2553923,12,0,0,0,02-398-8181,,매주 토요일~일요일,뉴스 제작 과정 소개 및 스튜디오 관람,중학생 이상,최소 5인~최대 15인,,매주 화요일 / 목요일 14:00,가능,없음,,,2025-09-23 09:32:07,2025-09-23 09:32:07
3526332,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:07,2025-09-23 09:32:07
3526339,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:08,2025-09-23 09:32:08
3526341,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:08,2025-09-23 09:32:08
3526342,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:08,2025-09-23 09:32:08
3526353,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:09,2025-09-23 09:32:09
3526354,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:09,2025-09-23 09:32:09
3526376,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:10,2025-09-23 09:32:10
3526384,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:11,2025-09-23 09:32:11
3526391,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:11,2025-09-23 09:32:11
3526413,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:11,2025-09-23 09:32:11
3526434,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:12,2025-09-23 09:32:12
3526326,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:12,2025-09-23 09:32:12
3526328,12,0,0,0,02-779-7902~4,,연중무휴,,,,,상시 개방,,,,,2025-09-23 09:32:12,2025-09-23 09:32:12
